oq,q,rvnm,stcd,stnm,tm,wptn,z
0,419,清江,61004810,高坝洲,1753977600000,6,41.35
0,140,清江,61004810,高坝洲,1753981200000,4,41.13
0,127,清江,61004810,高坝洲,1753984800000,4,41.12
0,27.1,清江,61004810,高坝洲,1753988400000,4,41
0,14,清江,61004810,高坝洲,1753992000000,4,40.94
0,12.3,清江,61004810,高坝洲,1753995600000,4,40.9
0,11.9,清江,61004810,高坝洲,1753999200000,4,40.87
0,11.7,清江,61004810,高坝洲,1754002800000,4,40.85
0,11.4,清江,61004810,高坝洲,1754010000000,4,40.81
0,11.5,清江,61004810,高坝洲,1754017200000,5,40.82
0,11.1,清江,61004810,高坝洲,1754020800000,4,40.78
0,11,清江,61004810,高坝洲,1754024400000,4,40.76
0,10.8,清江,61004810,高坝洲,1754028000000,4,40.72
0,10.3,清江,61004810,高坝洲,1754031600000,4,40.65
0,10.2,清江,61004810,高坝洲,1754035200000,4,40.61
0,10.1,清江,61004810,高坝洲,1754038800000,4,40.58
0,9.99,清江,61004810,高坝洲,1754042400000,4,40.56
0,10.8,清江,61004810,高坝洲,1754046000000,5,40.71
0,41.2,清江,61004810,高坝洲,1754049600000,5,41.04
0,451,清江,61004810,高坝洲,1754053200000,5,41.38
0,505,清江,61004810,高坝洲,1754056800000,5,41.43
0,174,清江,61004810,高坝洲,1754060400000,4,41.15
0,21.9,清江,61004810,高坝洲,1754064000000,4,40.98
0,174,清江,61004810,高坝洲,1754067600000,5,41.15
0,16.8,清江,61004810,高坝洲,1754071200000,4,40.95
0,16.6,清江,61004810,高坝洲,1754074800000,4,40.92
0,16.2,清江,61004810,高坝洲,1754078400000,4,40.83
0,15.9,清江,61004810,高坝洲,1754082000000,4,40.77
0,15.5,清江,61004810,高坝洲,1754085600000,4,40.72
0,15.5,清江,61004810,高坝洲,1754089200000,6,40.72
0,15.2,清江,61004810,高坝洲,1754096400000,4,40.68
0,14.9,清江,61004810,高坝洲,1754103600000,4,40.63
0,14.8,清江,61004810,高坝洲,1754107200000,4,40.61
0,14.7,清江,61004810,高坝洲,1754110800000,4,40.6
0,14.5,清江,61004810,高坝洲,1754114400000,4,40.56
0,14.4,清江,61004810,高坝洲,1754118000000,4,40.55
0,14.2,清江,61004810,高坝洲,1754121600000,4,40.52
0,14.2,清江,61004810,高坝洲,1754125200000,4,40.51
0,14.2,清江,61004810,高坝洲,1754128800000,6,40.51
0,15.1,清江,61004810,高坝洲,1754132400000,5,40.67
0,25,清江,61004810,高坝洲,1754136000000,5,40.99
0,446,清江,61004810,高坝洲,1754139600000,5,41.33
0,514,清江,61004810,高坝洲,1754143200000,5,41.38
0,120,清江,61004810,高坝洲,1754146800000,4,41.11
0,25,清江,61004810,高坝洲,1754150400000,4,40.99
0,221,清江,61004810,高坝洲,1754154000000,5,41.18
0,25,清江,61004810,高坝洲,1754157600000,4,40.99
0,36.9,清江,61004810,高坝洲,1754161200000,5,41.02
0,16.6,清江,61004810,高坝洲,1754168400000,4,40.92
0,16.5,清江,61004810,高坝洲,1754172000000,4,40.89
0,16.3,清江,61004810,高坝洲,1754175600000,4,40.86
0,16,清江,61004810,高坝洲,1754182800000,4,40.79
0,15.5,清江,61004810,高坝洲,1754190000000,4,40.72
0,15.3,清江,61004810,高坝洲,1754193600000,4,40.69
0,15.1,清江,61004810,高坝洲,1754197200000,4,40.67
0,14.8,清江,61004810,高坝洲,1754200800000,4,40.62
0,14.6,清江,61004810,高坝洲,1754204400000,4,40.58
0,14.3,清江,61004810,高坝洲,1754208000000,4,40.54
0,14.2,清江,61004810,高坝洲,1754211600000,4,40.51
0,14.3,清江,61004810,高坝洲,1754215200000,5,40.54
0,15.4,清江,61004810,高坝洲,1754218800000,5,40.7
0,32.5,清江,61004810,高坝洲,1754222400000,5,41.01
0,446,清江,61004810,高坝洲,1754226000000,5,41.33
0,500,清江,61004810,高坝洲,1754229600000,5,41.37
0,53.1,清江,61004810,高坝洲,1754233200000,4,41.05
0,16.6,清江,61004810,高坝洲,1754236800000,4,40.91
0,62.6,清江,61004810,高坝洲,1754240400000,5,41.06
0,16.6,清江,61004810,高坝洲,1754244000000,4,40.91
0,16.3,清江,61004810,高坝洲,1754247600000,4,40.85
0,16,清江,61004810,高坝洲,1754251200000,4,40.79
0,15.8,清江,61004810,高坝洲,1754254800000,4,40.76
0,15.7,清江,61004810,高坝洲,1754258400000,4,40.75
0,15.7,清江,61004810,高坝洲,1754262000000,4,40.74
0,15.4,清江,61004810,高坝洲,1754269200000,4,40.7
0,14.8,清江,61004810,高坝洲,1754276400000,4,40.62
0,14.3,清江,61004810,高坝洲,1754283600000,4,40.54
0,14.1,清江,61004810,高坝洲,1754287200000,4,40.5
0,13.8,清江,61004810,高坝洲,1754290800000,4,40.46
0,13.9,清江,61004810,高坝洲,1754294400000,5,40.48
0,13.9,清江,61004810,高坝洲,1754298000000,6,40.48
0,14.5,清江,61004810,高坝洲,1754301600000,5,40.57
0,14.7,清江,61004810,高坝洲,1754305200000,5,40.6
0,36.9,清江,61004810,高坝洲,1754308800000,5,41.02
0,473,清江,61004810,高坝洲,1754312400000,5,41.35
0,562,清江,61004810,高坝洲,1754316000000,5,41.42
0,286,清江,61004810,高坝洲,1754319600000,4,41.23
0,541,清江,61004810,高坝洲,1754323200000,5,41.4
0,876,清江,61004810,高坝洲,1754326800000,5,42.37
0,871,清江,61004810,高坝洲,1754330400000,4,42.25
0,869,清江,61004810,高坝洲,1754334000000,4,42.2
0,868,清江,61004810,高坝洲,1754337600000,4,42.17
0,865,清江,61004810,高坝洲,1754341200000,4,42.09
0,862,清江,61004810,高坝洲,1754344800000,4,42.02
0,860,清江,61004810,高坝洲,1754348400000,4,41.97
0,16.7,清江,61004810,高坝洲,1754359200000,4,40.94
0,16.7,清江,61004810,高坝洲,1754362800000,6,40.94
0,16.4,清江,61004810,高坝洲,1754366400000,4,40.88
0,16.4,清江,61004810,高坝洲,1754370000000,6,40.88
0,385,清江,61004810,高坝洲,1754373600000,5,41.29
0,835,清江,61004810,高坝洲,1754377200000,5,41.76
0,841,清江,61004810,高坝洲,1754380800000,5,41.78
0,841,清江,61004810,高坝洲,1754384400000,6,41.78
0,835,清江,61004810,高坝洲,1754388000000,4,41.76
0,839,清江,61004810,高坝洲,1754391600000,5,41.77
0,851,清江,61004810,高坝洲,1754395200000,5,41.85
0,857,清江,61004810,高坝洲,1754398800000,5,41.93
0,861,清江,61004810,高坝洲,1754402400000,5,42
0,867,清江,61004810,高坝洲,1754406000000,5,42.14
0,874,清江,61004810,高坝洲,1754409600000,5,42.31
0,878,清江,61004810,高坝洲,1754413200000,5,42.45
0,878,清江,61004810,高坝洲,1754416800000,5,42.46
0,852,清江,61004810,高坝洲,1754420400000,4,41.86
0,831,清江,61004810,高坝洲,1754424000000,4,41.75
0,592,清江,61004810,高坝洲,1754427600000,4,41.45
0,562,清江,61004810,高坝洲,1754431200000,4,41.42
0,270,清江,61004810,高坝洲,1754434800000,4,41.22
0,25,清江,61004810,高坝洲,1754445600000,4,40.99
0,16.6,清江,61004810,高坝洲,1754449200000,4,40.92
0,16.3,清江,61004810,高坝洲,1754452800000,4,40.85
0,16.2,清江,61004810,高坝洲,1754456400000,4,40.83
0,15.9,清江,61004810,高坝洲,1754460000000,4,40.77
0,15.6,清江,61004810,高坝洲,1754463600000,4,40.73
0,15.4,清江,61004810,高坝洲,1754467200000,4,40.71
0,15.4,清江,61004810,高坝洲,1754470800000,4,40.7
0,15.1,清江,61004810,高坝洲,1754474400000,4,40.66
0,189,清江,61004810,高坝洲,1754478000000,5,41.16
0,831,清江,61004810,高坝洲,1754481600000,5,41.75
0,852,清江,61004810,高坝洲,1754485200000,5,41.86
0,856,清江,61004810,高坝洲,1754488800000,5,41.92
0,864,清江,61004810,高坝洲,1754492400000,5,42.06
0,871,清江,61004810,高坝洲,1754496000000,5,42.25
0,877,清江,61004810,高坝洲,1754499600000,5,42.42
0,871,清江,61004810,高坝洲,1754503200000,4,42.25
0,850,清江,61004810,高坝洲,1754506800000,4,41.83
0,804,清江,61004810,高坝洲,1754510400000,4,41.7
0,541,清江,61004810,高坝洲,1754514000000,4,41.4
0,418,清江,61004810,高坝洲,1754517600000,4,41.31
0,107,清江,61004810,高坝洲,1754521200000,4,41.1
0,16.1,清江,61004810,高坝洲,1754532000000,4,40.81
0,15.6,清江,61004810,高坝洲,1754535600000,4,40.73
0,15.3,清江,61004810,高坝洲,1754539200000,4,40.69
0,15,清江,61004810,高坝洲,1754542800000,4,40.65
0,14.8,清江,61004810,高坝洲,1754546400000,4,40.61
0,14.7,清江,61004810,高坝洲,1754550000000,4,40.6
0,14.7,清江,61004810,高坝洲,1754553600000,6,40.6
0,14.6,清江,61004810,高坝洲,1754557200000,4,40.59
0,14.7,清江,61004810,高坝洲,1754560800000,5,40.6
0,221,清江,61004810,高坝洲,1754564400000,5,41.18
0,698,清江,61004810,高坝洲,1754568000000,5,41.56
0,742,清江,61004810,高坝洲,1754571600000,5,41.61
0,818,清江,61004810,高坝洲,1754575200000,5,41.67
0,851,清江,61004810,高坝洲,1754578800000,5,41.82
0,858,清江,61004810,高坝洲,1754582400000,5,41.93
0,859,清江,61004810,高坝洲,1754586000000,5,41.95
0,856,清江,61004810,高坝洲,1754589600000,4,41.9
0,854,清江,61004810,高坝洲,1754593200000,4,41.86
0,852,清江,61004810,高坝洲,1754596800000,4,41.84
0,852,清江,61004810,高坝洲,1754600400000,4,41.83
0,850,清江,61004810,高坝洲,1754604000000,4,41.81
0,221,清江,61004810,高坝洲,1754607600000,4,41.18
0,14.9,清江,61004810,高坝洲,1754618400000,4,40.63
0,14.8,清江,61004810,高坝洲,1754622000000,4,40.62
0,14,清江,61004810,高坝洲,1754625600000,4,40.49
0,13.7,清江,61004810,高坝洲,1754629200000,4,40.44
0,13.1,清江,61004810,高坝洲,1754632800000,4,40.37
0,12.7,清江,61004810,高坝洲,1754636400000,4,40.31
0,12.1,清江,61004810,高坝洲,1754640000000,4,40.23
0,15.4,清江,61004810,高坝洲,1754643600000,5,40.7
0,590,清江,61004810,高坝洲,1754647200000,5,41.43
0,733,清江,61004810,高坝洲,1754650800000,5,41.55
0,777,清江,61004810,高坝洲,1754654400000,5,41.6
0,792,清江,61004810,高坝洲,1754658000000,5,41.62
0,814,清江,61004810,高坝洲,1754661600000,5,41.66
0,842,清江,61004810,高坝洲,1754665200000,5,41.75
0,845,清江,61004810,高坝洲,1754668800000,5,41.77
0,845,清江,61004810,高坝洲,1754672400000,6,41.77
0,842,清江,61004810,高坝洲,1754676000000,4,41.75
0,833,清江,61004810,高坝洲,1754679600000,4,41.71
0,827,清江,61004810,高坝洲,1754683200000,4,41.69
0,823,清江,61004810,高坝洲,1754686800000,4,41.68
0,823,清江,61004810,高坝洲,1754690400000,6,41.68
0,804,清江,61004810,高坝洲,1754694000000,4,41.64
0,13.7,清江,61004810,高坝洲,1754701200000,4,40.44
0,13.7,清江,61004810,高坝洲,1754708400000,4,40.44
0,13.4,清江,61004810,高坝洲,1754712000000,4,40.41
0,13.2,清江,61004810,高坝洲,1754715600000,4,40.38
0,13.3,清江,61004810,高坝洲,1754719200000,5,40.39
0,13.3,清江,61004810,高坝洲,1754722800000,6,40.39
0,16.2,清江,61004810,高坝洲,1754726400000,5,40.86
0,663,清江,61004810,高坝洲,1754730000000,5,41.49
0,733,清江,61004810,高坝洲,1754733600000,5,41.55
0,785,清江,61004810,高坝洲,1754737200000,5,41.61
0,809,清江,61004810,高坝洲,1754740800000,5,41.65
0,827,清江,61004810,高坝洲,1754744400000,5,41.69
0,844,清江,61004810,高坝洲,1754748000000,5,41.76
0,850,清江,61004810,高坝洲,1754751600000,5,41.81
0,853,清江,61004810,高坝洲,1754755200000,5,41.85
0,854,清江,61004810,高坝洲,1754758800000,5,41.87
0,852,清江,61004810,高坝洲,1754762400000,4,41.83
0,851,清江,61004810,高坝洲,1754766000000,4,41.82
0,850,清江,61004810,高坝洲,1754769600000,4,41.8
0,848,清江,61004810,高坝洲,1754773200000,4,41.79
0,847,清江,61004810,高坝洲,1754780400000,4,41.78
0,842,清江,61004810,高坝洲,1754787600000,4,41.75
0,842,清江,61004810,高坝洲,1754794800000,5,41.75
0,836,清江,61004810,高坝洲,1754798400000,4,41.72
0,833,清江,61004810,高坝洲,1754802000000,4,41.71
0,836,清江,61004810,高坝洲,1754805600000,5,41.72
0,833,清江,61004810,高坝洲,1754809200000,4,41.71
0,827,清江,61004810,高坝洲,1754812800000,4,41.69
0,818,清江,61004810,高坝洲,1754816400000,4,41.67
0,833,清江,61004810,高坝洲,1754820000000,5,41.71
0,836,清江,61004810,高坝洲,1754823600000,5,41.72
0,845,清江,61004810,高坝洲,1754827200000,5,41.77
0,850,清江,61004810,高坝洲,1754830800000,5,41.81
0,855,清江,61004810,高坝洲,1754834400000,5,41.89
0,859,清江,61004810,高坝洲,1754838000000,5,41.94
0,859,清江,61004810,高坝洲,1754841600000,5,41.96
0,861,清江,61004810,高坝洲,1754845200000,5,42
