kind,q,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,404.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786201200000,6,4,32.290
1,401.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786204800000,6,4,32.230
1,390.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786208400000,6,4,32.210
1,387.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786212000000,6,4,32.180
1,383.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786215600000,6,4,32.160
1,379.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786219200000,6,4,32.140
1,374.000,荆江,0,20,0,0,0,0,0,1,61502200,管家铺,0,1786222800000,6,4,32.120
