kind,q,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,16900.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1786201200000,6,5,40.620
1,17100.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1786204800000,6,5,40.680
1,16600.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1786208400000,6,4,40.630
1,16200.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1786212000000,6,4,40.580
