oq,q,stcd,stnm,tm,wptn,z,rvnm
,,60114700,安庆,1786201200000,4,10.996,长江干流
,,60114700,安庆,1786204800000,5,11.003,长江干流
,,60114700,安庆,1786208400000,6,11.003,长江干流
,,60114700,安庆,1786212000000,4,10.989,长江干流
,,60114700,安庆,1786215600000,5,10.998,长江干流
,,60114700,安庆,1786219200000,4,10.982,长江干流
,,60114700,安庆,1786222800000,5,10.984,长江干流
,,60114700,安庆,1786226400000,4,10.972,长江干流
,,60114700,安庆,1786230000000,4,10.968,长江干流
,,60114700,安庆,1786240800000,5,10.979,长江干流
