kind,oq,q,rvnm,sort,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,0,0,大河,560,1,61710000,白霓桥(二),0,1786203000000,5,4,56.75
1,0,0,大河,560,1,61710000,白霓桥(二),0,1786203900000,5,6,56.75
