tm,wptn,z,stcd,stnm,www,rvnm
1786201200000,4,55.92,61803500,宜城,1,汉江
1786204800000,4,55.9,61803500,宜城,1,汉江
1786208400000,4,55.89,61803500,宜城,1,汉江
1786212000000,4,55.87,61803500,宜城,1,汉江
1786215600000,4,55.86,61803500,宜城,1,汉江
