kind,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786201200000,6,6,28.690
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786204800000,6,4,28.670
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786208400000,6,4,28.640
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786212000000,6,6,28.640
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786215600000,6,4,28.630
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786219200000,6,4,28.620
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786222800000,6,4,28.600
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786226400000,6,6,28.600
1,长江,0,11,0,0,0,0,0,1,60110900,广兴洲,0,1786230000000,6,6,28.600
