kind,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,长江,0,8,0,0,0,0,0,1,60109400,石首,0,1786201200000,6,4,32.180
1,长江,0,8,0,0,0,0,0,1,60109400,石首,0,1786204800000,6,4,32.150
1,长江,0,8,0,0,0,0,0,1,60109400,石首,0,1786208400000,6,4,32.130
1,长江,0,8,0,0,0,0,0,1,60109400,石首,0,1786212000000,6,4,32.100
1,长江,0,8,0,0,0,0,0,1,60109400,石首,0,1786215600000,6,4,32.070
