kind,oq,q,rvnm,sort,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,0,0,资水（东支）,340,1,61509100,杨堤(二),0,1786201200000,5,6,28.32
1,0,0,资水（东支）,340,1,61509100,杨堤(二),0,1786204800000,5,4,28.29
