oq,q,stcd,stnm,tm,wptn,z,rvnm
,,60115100,横港,1786201200000,6,9.14,长江干流
,,60115100,横港,1786204800000,6,9.14,长江干流
,,60115100,横港,1786208400000,4,9.13,长江干流
,,60115100,横港,1786212000000,6,9.13,长江干流
