oq,q,stcd,stnm,tm,wptn,z,rvnm
0,6600,60103400,向家坝,1786197600000,4,270.79,金沙江
0,6070,60103400,向家坝,1786201200000,4,270.33,金沙江
0,5330,60103400,向家坝,1786204800000,4,269.68,金沙江
0,4820,60103400,向家坝,1786208400000,4,269.23,金沙江
