q,rvnm,stcd,stnm,tm,wptn,z
4000,金沙江,60103400,向家坝,1767193200000,4,268.420
3440,金沙江,60103400,向家坝,1767229200000,5,267.890
4230,金沙江,60103400,向家坝,1767236400000,5,268.640
4270,金沙江,60103400,向家坝,1767240000000,5,268.680
4310,金沙江,60103400,向家坝,1767243600000,5,268.710
4280,金沙江,60103400,向家坝,1767247200000,4,268.690
4270,金沙江,60103400,向家坝,1767250800000,4,268.680
4650,金沙江,60103400,向家坝,1767254400000,5,269.030
4800,金沙江,60103400,向家坝,1767258000000,5,269.160
4810,金沙江,60103400,向家坝,1767261600000,5,269.170
4820,金沙江,60103400,向家坝,1767265200000,5,269.180
4870,金沙江,60103400,向家坝,1767268800000,5,269.230
4890,金沙江,60103400,向家坝,1767272400000,5,269.240
4940,金沙江,60103400,向家坝,1767276000000,5,269.290
4960,金沙江,60103400,向家坝,1767279600000,5,269.310
4950,金沙江,60103400,向家坝,1767283200000,4,269.300
4500,金沙江,60103400,向家坝,1767286800000,4,268.890
3810,金沙江,60103400,向家坝,1767290400000,4,268.240
3420,金沙江,60103400,向家坝,1767294000000,4,267.870
3300,金沙江,60103400,向家坝,1767297600000,4,267.760
3240,金沙江,60103400,向家坝,1767301200000,4,267.700
3210,金沙江,60103400,向家坝,1767304800000,4,267.670
3230,金沙江,60103400,向家坝,1767308400000,5,267.690
3760,金沙江,60103400,向家坝,1767315600000,5,268.200
4240,金沙江,60103400,向家坝,1767322800000,5,268.650
4220,金沙江,60103400,向家坝,1767326400000,4,268.630
4270,金沙江,60103400,向家坝,1767330000000,5,268.680
4270,金沙江,60103400,向家坝,1767333600000,6,268.680
4230,金沙江,60103400,向家坝,1767337200000,4,268.640
4680,金沙江,60103400,向家坝,1767340800000,5,269.050
4820,金沙江,60103400,向家坝,1767344400000,5,269.180
4830,金沙江,60103400,向家坝,1767348000000,5,269.190
4850,金沙江,60103400,向家坝,1767351600000,5,269.210
4890,金沙江,60103400,向家坝,1767355200000,5,269.240
4900,金沙江,60103400,向家坝,1767358800000,5,269.250
4940,金沙江,60103400,向家坝,1767362400000,5,269.290
4950,金沙江,60103400,向家坝,1767366000000,5,269.300
4990,金沙江,60103400,向家坝,1767369600000,5,269.330
4530,金沙江,60103400,向家坝,1767373200000,4,268.920
3810,金沙江,60103400,向家坝,1767376800000,4,268.240
3460,金沙江,60103400,向家坝,1767380400000,4,267.910
3360,金沙江,60103400,向家坝,1767384000000,4,267.810
3300,金沙江,60103400,向家坝,1767387600000,4,267.760
3260,金沙江,60103400,向家坝,1767391200000,4,267.720
3250,金沙江,60103400,向家坝,1767394800000,4,267.710
3720,金沙江,60103400,向家坝,1767402000000,5,268.160
4230,金沙江,60103400,向家坝,1767409200000,5,268.640
4260,金沙江,60103400,向家坝,1767412800000,5,268.670
4310,金沙江,60103400,向家坝,1767416400000,5,268.710
4300,金沙江,60103400,向家坝,1767420000000,4,268.700
4340,金沙江,60103400,向家坝,1767423600000,5,268.740
4740,金沙江,60103400,向家坝,1767427200000,5,269.110
4810,金沙江,60103400,向家坝,1767430800000,5,269.170
4860,金沙江,60103400,向家坝,1767434400000,5,269.220
4850,金沙江,60103400,向家坝,1767438000000,4,269.210
4900,金沙江,60103400,向家坝,1767441600000,5,269.250
4900,金沙江,60103400,向家坝,1767445200000,6,269.250
4940,金沙江,60103400,向家坝,1767448800000,5,269.290
4940,金沙江,60103400,向家坝,1767452400000,6,269.290
5000,金沙江,60103400,向家坝,1767456000000,5,269.340
4530,金沙江,60103400,向家坝,1767459600000,4,268.920
3980,金沙江,60103400,向家坝,1767463200000,4,268.410
3870,金沙江,60103400,向家坝,1767466800000,4,268.300
3770,金沙江,60103400,向家坝,1767470400000,4,268.210
3710,金沙江,60103400,向家坝,1767474000000,4,268.150
3700,金沙江,60103400,向家坝,1767477600000,4,268.140
3680,金沙江,60103400,向家坝,1767481200000,4,268.120
4220,金沙江,60103400,向家坝,1767488400000,5,268.630
4680,金沙江,60103400,向家坝,1767495600000,5,269.050
4690,金沙江,60103400,向家坝,1767499200000,5,269.060
4710,金沙江,60103400,向家坝,1767502800000,5,269.080
4790,金沙江,60103400,向家坝,1767506400000,5,269.150
5040,金沙江,60103400,向家坝,1767510000000,5,269.380
5380,金沙江,60103400,向家坝,1767513600000,5,269.680
5400,金沙江,60103400,向家坝,1767517200000,5,269.700
5400,金沙江,60103400,向家坝,1767520800000,6,269.700
5400,金沙江,60103400,向家坝,1767524400000,6,269.700
5410,金沙江,60103400,向家坝,1767528000000,5,269.710
5430,金沙江,60103400,向家坝,1767531600000,5,269.730
5380,金沙江,60103400,向家坝,1767535200000,4,269.680
5400,金沙江,60103400,向家坝,1767538800000,5,269.700
5480,金沙江,60103400,向家坝,1767542400000,5,269.770
5130,金沙江,60103400,向家坝,1767546000000,4,269.460
4460,金沙江,60103400,向家坝,1767549600000,4,268.850
4130,金沙江,60103400,向家坝,1767553200000,4,268.550
4070,金沙江,60103400,向家坝,1767556800000,4,268.490
4020,金沙江,60103400,向家坝,1767560400000,4,268.440
3940,金沙江,60103400,向家坝,1767564000000,4,268.370
3910,金沙江,60103400,向家坝,1767567600000,4,268.340
4590,金沙江,60103400,向家坝,1767578400000,5,268.970
4600,金沙江,60103400,向家坝,1767582000000,5,268.980
4670,金沙江,60103400,向家坝,1767585600000,5,269.040
4680,金沙江,60103400,向家坝,1767589200000,5,269.050
4700,金沙江,60103400,向家坝,1767592800000,5,269.070
4710,金沙江,60103400,向家坝,1767596400000,5,269.080
4700,金沙江,60103400,向家坝,1767600000000,4,269.070
4690,金沙江,60103400,向家坝,1767603600000,4,269.060
4650,金沙江,60103400,向家坝,1767607200000,4,269.030
4670,金沙江,60103400,向家坝,1767610800000,5,269.040
4690,金沙江,60103400,向家坝,1767614400000,5,269.060
4700,金沙江,60103400,向家坝,1767618000000,5,269.070
4750,金沙江,60103400,向家坝,1767621600000,5,269.120
4700,金沙江,60103400,向家坝,1767625200000,4,269.070
4760,金沙江,60103400,向家坝,1767628800000,5,269.130
4350,金沙江,60103400,向家坝,1767632400000,4,268.750
4050,金沙江,60103400,向家坝,1767636000000,4,268.470
3940,金沙江,60103400,向家坝,1767639600000,4,268.370
3860,金沙江,60103400,向家坝,1767643200000,4,268.290
3820,金沙江,60103400,向家坝,1767646800000,4,268.250
3830,金沙江,60103400,向家坝,1767650400000,5,268.260
3830,金沙江,60103400,向家坝,1767654000000,6,268.260
4350,金沙江,60103400,向家坝,1767661200000,5,268.750
4690,金沙江,60103400,向家坝,1767668400000,5,269.060
4700,金沙江,60103400,向家坝,1767672000000,5,269.070
4710,金沙江,60103400,向家坝,1767675600000,5,269.080
4730,金沙江,60103400,向家坝,1767679200000,5,269.100
4680,金沙江,60103400,向家坝,1767682800000,4,269.050
4690,金沙江,60103400,向家坝,1767686400000,5,269.060
4650,金沙江,60103400,向家坝,1767690000000,4,269.030
4640,金沙江,60103400,向家坝,1767693600000,4,269.020
4730,金沙江,60103400,向家坝,1767697200000,5,269.100
4630,金沙江,60103400,向家坝,1767700800000,4,269.010
4680,金沙江,60103400,向家坝,1767704400000,5,269.050
4670,金沙江,60103400,向家坝,1767708000000,4,269.040
4720,金沙江,60103400,向家坝,1767711600000,5,269.090
4720,金沙江,60103400,向家坝,1767715200000,6,269.090
4320,金沙江,60103400,向家坝,1767718800000,4,268.720
4030,金沙江,60103400,向家坝,1767722400000,4,268.450
3880,金沙江,60103400,向家坝,1767726000000,4,268.310
3830,金沙江,60103400,向家坝,1767729600000,4,268.260
3860,金沙江,60103400,向家坝,1767733200000,5,268.290
3860,金沙江,60103400,向家坝,1767736800000,6,268.290
3810,金沙江,60103400,向家坝,1767740400000,4,268.240
4330,金沙江,60103400,向家坝,1767747600000,5,268.730
4610,金沙江,60103400,向家坝,1767754800000,5,268.990
4640,金沙江,60103400,向家坝,1767758400000,5,269.020
4690,金沙江,60103400,向家坝,1767762000000,5,269.060
4680,金沙江,60103400,向家坝,1767765600000,4,269.050
4630,金沙江,60103400,向家坝,1767769200000,4,269.010
4680,金沙江,60103400,向家坝,1767772800000,5,269.050
4640,金沙江,60103400,向家坝,1767776400000,4,269.020
4640,金沙江,60103400,向家坝,1767780000000,6,269.020
4710,金沙江,60103400,向家坝,1767783600000,5,269.080
4680,金沙江,60103400,向家坝,1767787200000,4,269.050
4700,金沙江,60103400,向家坝,1767790800000,5,269.070
4690,金沙江,60103400,向家坝,1767794400000,4,269.060
4690,金沙江,60103400,向家坝,1767798000000,6,269.060
4700,金沙江,60103400,向家坝,1767801600000,5,269.070
4280,金沙江,60103400,向家坝,1767805200000,4,268.690
4010,金沙江,60103400,向家坝,1767808800000,4,268.430
3920,金沙江,60103400,向家坝,1767812400000,4,268.350
3820,金沙江,60103400,向家坝,1767816000000,4,268.250
3830,金沙江,60103400,向家坝,1767819600000,5,268.260
3820,金沙江,60103400,向家坝,1767823200000,4,268.250
3800,金沙江,60103400,向家坝,1767826800000,4,268.230
4310,金沙江,60103400,向家坝,1767834000000,5,268.710
4640,金沙江,60103400,向家坝,1767841200000,5,269.020
4700,金沙江,60103400,向家坝,1767844800000,5,269.070
4720,金沙江,60103400,向家坝,1767848400000,5,269.090
4720,金沙江,60103400,向家坝,1767852000000,6,269.090
4740,金沙江,60103400,向家坝,1767855600000,5,269.110
