q,rvnm,stcd,stnm,tm,wptn,z
12900,长江干流,60111300,螺山,1772294400000,5,20.040
12900,长江干流,60111300,螺山,1772298000000,6,20.040
12900,长江干流,60111300,螺山,1772301600000,5,20.060
13000,长江干流,60111300,螺山,1772305200000,6,20.060
13000,长江干流,60111300,螺山,1772308800000,5,20.080
13000,长江干流,60111300,螺山,1772312400000,5,20.090
13000,长江干流,60111300,螺山,1772316000000,5,20.110
13000,长江干流,60111300,螺山,1772319600000,6,20.110
13100,长江干流,60111300,螺山,1772330400000,5,20.150
13100,长江干流,60111300,螺山,1772337600000,5,20.170
13100,长江干流,60111300,螺山,1772341200000,5,20.180
