kind,q,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,10200.000,长江,0,5,0,0,0,0,0,1,60108300,沙市,1,1788624000000,6,4,32.390
1,11500.000,长江,0,5,0,0,0,0,0,1,60108300,沙市,1,1790078400000,6,4,32.370
1,10300,长江,0,5,0,0,0,0,0,1,60108300,沙市,1,1790251200000,6,4,31.95
