rvnm,stcd,stnm,tm,wptn,z
长江,60106000,万县,1727071200000,5,161.430
长江,60106000,万县,1727074800000,5,161.440
长江,60106000,万县,1727078400000,5,161.460
长江,60106000,万县,1727082000000,5,161.470
长江,60106000,万县,1727085600000,5,161.480
长江,60106000,万县,1727089200000,6,161.480
长江,60106000,万县,1727092800000,4,161.460
长江,60106000,万县,1727096400000,4,161.440
长江,60106000,万县,1727100000000,4,161.430
长江,60106000,万县,1727103600000,4,161.410
长江,60106000,万县,1727107200000,4,161.400
长江,60106000,万县,1727110800000,4,161.380
长江,60106000,万县,1727114400000,4,161.370
长江,60106000,万县,1727118000000,6,161.370
长江,60106000,万县,1727121600000,5,161.400
长江,60106000,万县,1727125200000,5,161.460
长江,60106000,万县,1727128800000,5,161.490
长江,60106000,万县,1727132400000,5,161.510
长江,60106000,万县,1727139600000,5,161.550
长江,60106000,万县,1727143200000,5,161.570
长江,60106000,万县,1727146800000,5,161.580
长江,60106000,万县,1727150400000,5,161.590
长江,60106000,万县,1727154000000,6,161.590
长江,60106000,万县,1727157600000,5,161.600
长江,60106000,万县,1727161200000,5,161.610
长江,60106000,万县,1727164800000,5,161.620
长江,60106000,万县,1727168400000,5,161.630
长江,60106000,万县,1727172000000,5,161.640
长江,60106000,万县,1727175600000,5,161.660
长江,60106000,万县,1727179200000,4,161.640
长江,60106000,万县,1727182800000,6,161.640
长江,60106000,万县,1727186400000,5,161.650
长江,60106000,万县,1727190000000,6,161.650
长江,60106000,万县,1727200800000,4,161.600
长江,60106000,万县,1727204400000,6,161.600
长江,60106000,万县,1727208000000,5,161.640
长江,60106000,万县,1727211600000,5,161.670
长江,60106000,万县,1727215200000,5,161.690
长江,60106000,万县,1727218800000,5,161.710
长江,60106000,万县,1727226000000,6,161.730
长江,60106000,万县,1727229600000,5,161.740
长江,60106000,万县,1727233200000,5,161.760
长江,60106000,万县,1727236800000,5,161.770
长江,60106000,万县,1727240400000,6,161.770
长江,60106000,万县,1727244000000,5,161.780
长江,60106000,万县,1727247600000,6,161.780
长江,60106000,万县,1727251200000,5,161.800
长江,60106000,万县,1727254800000,6,161.800
长江,60106000,万县,1727258400000,5,161.810
长江,60106000,万县,1727262000000,6,161.810
长江,60106000,万县,1727265600000,4,161.790
长江,60106000,万县,1727269200000,6,161.790
长江,60106000,万县,1727272800000,4,161.780
长江,60106000,万县,1727276400000,6,161.780
长江,60106000,万县,1727280000000,4,161.760
长江,60106000,万县,1727283600000,4,161.740
长江,60106000,万县,1727287200000,4,161.730
长江,60106000,万县,1727290800000,6,161.730
长江,60106000,万县,1727294400000,5,161.770
长江,60106000,万县,1727298000000,5,161.800
长江,60106000,万县,1727301600000,5,161.820
长江,60106000,万县,1727305200000,5,161.840
长江,60106000,万县,1727312400000,5,161.860
长江,60106000,万县,1727316000000,5,161.870
长江,60106000,万县,1727319600000,5,161.880
长江,60106000,万县,1727323200000,5,161.890
长江,60106000,万县,1727326800000,6,161.890
长江,60106000,万县,1727330400000,6,161.890
长江,60106000,万县,1727334000000,5,161.910
长江,60106000,万县,1727337600000,6,161.910
长江,60106000,万县,1727341200000,5,161.920
长江,60106000,万县,1727344800000,6,161.920
长江,60106000,万县,1727348400000,6,161.920
长江,60106000,万县,1727352000000,4,161.900
长江,60106000,万县,1727355600000,4,161.880
长江,60106000,万县,1727370000000,4,161.810
长江,60106000,万县,1727373600000,4,161.800
长江,60106000,万县,1727377200000,6,161.800
长江,60106000,万县,1727380800000,5,161.840
长江,60106000,万县,1727384400000,5,161.870
长江,60106000,万县,1727388000000,5,161.880
长江,60106000,万县,1727391600000,5,161.900
长江,60106000,万县,1727398800000,5,161.920
长江,60106000,万县,1727402400000,5,161.930
长江,60106000,万县,1727406000000,5,161.940
长江,60106000,万县,1727409600000,6,161.940
长江,60106000,万县,1727413200000,5,161.950
长江,60106000,万县,1727416800000,6,161.950
长江,60106000,万县,1727420400000,5,161.970
长江,60106000,万县,1727424000000,5,161.980
长江,60106000,万县,1727427600000,5,161.990
长江,60106000,万县,1727431200000,5,162.000
长江,60106000,万县,1727434800000,4,161.990
长江,60106000,万县,1727438400000,4,161.960
长江,60106000,万县,1727442000000,4,161.940
长江,60106000,万县,1727445600000,4,161.930
长江,60106000,万县,1727449200000,4,161.920
长江,60106000,万县,1727452800000,4,161.900
长江,60106000,万县,1727456400000,4,161.890
长江,60106000,万县,1727460000000,4,161.880
长江,60106000,万县,1727463600000,6,161.880
长江,60106000,万县,1727467200000,5,161.930
