q,rvnm,stcd,stnm,tm,wptn,z
2.1,清江,61004810,高坝洲,1732982400000,4,38.300
清江,61004810,高坝洲,1732986000000,4,38.260
0.12,清江,61004810,高坝洲,1732989600000,4,38.240
清江,61004810,高坝洲,1732993200000,4,38.220
0.28,清江,61004810,高坝洲,1732996800000,4,38.210
清江,61004810,高坝洲,1733000400000,4,38.200
清江,61004810,高坝洲,1733004000000,4,38.190
清江,61004810,高坝洲,1733007600000,4,38.180
0.16,清江,61004810,高坝洲,1733014800000,4,38.170
0.22,清江,61004810,高坝洲,1733018400000,6,38.170
0.16,清江,61004810,高坝洲,1733022000000,4,38.160
清江,61004810,高坝洲,1733025600000,4,38.150
0.22,清江,61004810,高坝洲,1733029200000,6,38.150
0.22,清江,61004810,高坝洲,1733032800000,4,38.140
清江,61004810,高坝洲,1733036400000,6,38.140
0.22,清江,61004810,高坝洲,1733040000000,4,38.120
217,清江,61004810,高坝洲,1733043600000,4,38.110
324,清江,61004810,高坝洲,1733047200000,5,39.080
清江,61004810,高坝洲,1733050800000,5,39.500
343,清江,61004810,高坝洲,1733054400000,5,39.560
350,清江,61004810,高坝洲,1733058000000,5,39.600
45.1,清江,61004810,高坝洲,1733061600000,4,38.930
10.3,清江,61004810,高坝洲,1733065200000,4,38.430
2.29,清江,61004810,高坝洲,1733068800000,4,38.300
清江,61004810,高坝洲,1733072400000,4,38.260
0.41,清江,61004810,高坝洲,1733076000000,4,38.240
清江,61004810,高坝洲,1733079600000,4,38.220
0.17,清江,61004810,高坝洲,1733083200000,4,38.210
0.17,清江,61004810,高坝洲,1733086800000,4,38.200
清江,61004810,高坝洲,1733090400000,4,38.190
清江,61004810,高坝洲,1733094000000,4,38.180
0.22,清江,61004810,高坝洲,1733101200000,4,38.170
0.21,清江,61004810,高坝洲,1733104800000,4,38.160
0.22,清江,61004810,高坝洲,1733108400000,6,38.160
0.22,清江,61004810,高坝洲,1733112000000,4,38.150
0.22,清江,61004810,高坝洲,1733115600000,4,38.140
0.6,清江,61004810,高坝洲,1733119200000,4,38.130
0.22,清江,61004810,高坝洲,1733122800000,6,38.130
0.22,清江,61004810,高坝洲,1733126400000,4,38.120
222,清江,61004810,高坝洲,1733130000000,6,38.120
326,清江,61004810,高坝洲,1733133600000,5,39.090
清江,61004810,高坝洲,1733137200000,5,39.500
342,清江,61004810,高坝洲,1733140800000,5,39.560
清江,61004810,高坝洲,1733144400000,5,39.580
45.2,清江,61004810,高坝洲,1733148000000,4,38.920
10.5,清江,61004810,高坝洲,1733151600000,4,38.420
2.89,清江,61004810,高坝洲,1733155200000,4,38.300
1.45,清江,61004810,高坝洲,1733158800000,4,38.260
0.29,清江,61004810,高坝洲,1733162400000,4,38.240
清江,61004810,高坝洲,1733166000000,4,38.220
0.23,清江,61004810,高坝洲,1733169600000,4,38.210
清江,61004810,高坝洲,1733173200000,4,38.200
0.23,清江,61004810,高坝洲,1733176800000,4,38.190
0.23,清江,61004810,高坝洲,1733180400000,4,38.180
0.23,清江,61004810,高坝洲,1733187600000,6,38.170
0.28,清江,61004810,高坝洲,1733191200000,4,38.160
0.23,清江,61004810,高坝洲,1733194800000,4,38.150
0.23,清江,61004810,高坝洲,1733198400000,6,38.150
0.29,清江,61004810,高坝洲,1733202000000,4,38.140
0.28,清江,61004810,高坝洲,1733205600000,6,38.140
0.23,清江,61004810,高坝洲,1733209200000,4,38.130
0.23,清江,61004810,高坝洲,1733212800000,4,38.120
221,清江,61004810,高坝洲,1733216400000,6,38.120
322,清江,61004810,高坝洲,1733220000000,5,39.050
清江,61004810,高坝洲,1733223600000,5,39.500
346,清江,61004810,高坝洲,1733227200000,5,39.550
清江,61004810,高坝洲,1733230800000,5,39.580
清江,61004810,高坝洲,1733234400000,4,38.910
10.1,清江,61004810,高坝洲,1733238000000,4,38.420
2.7,清江,61004810,高坝洲,1733241600000,4,38.300
