q,rvnm,stcd,stnm,tm,wptn,z
1.35,清江,61004810,高坝洲,1727712000000,5,38.610
清江,61004810,高坝洲,1727715600000,5,39.140
294,清江,61004810,高坝洲,1727719200000,5,39.490
41.9,清江,61004810,高坝洲,1727722800000,4,38.820
9.63,清江,61004810,高坝洲,1727726400000,4,38.480
清江,61004810,高坝洲,1727730000000,4,38.380
清江,61004810,高坝洲,1727733600000,4,38.340
清江,61004810,高坝洲,1727737200000,4,38.300
0.25,清江,61004810,高坝洲,1727744400000,4,38.250
1.28,清江,61004810,高坝洲,1727748000000,4,38.230
0.47,清江,61004810,高坝洲,1727751600000,4,38.220
0.31,清江,61004810,高坝洲,1727755200000,4,38.210
0.23,清江,61004810,高坝洲,1727758800000,4,38.200
0.23,清江,61004810,高坝洲,1727762400000,6,38.200
1.66,清江,61004810,高坝洲,1727766000000,4,38.190
1.12,清江,61004810,高坝洲,1727769600000,6,38.190
6.89,清江,61004810,高坝洲,1727773200000,6,38.190
302,清江,61004810,高坝洲,1727776800000,5,38.770
清江,61004810,高坝洲,1727780400000,5,39.500
352,清江,61004810,高坝洲,1727784000000,5,39.580
65.6,清江,61004810,高坝洲,1727787600000,4,38.970
清江,61004810,高坝洲,1727791200000,4,38.470
4.04,清江,61004810,高坝洲,1727794800000,4,38.310
0.3,清江,61004810,高坝洲,1727798400000,5,38.370
清江,61004810,高坝洲,1727802000000,4,38.350
1.25,清江,61004810,高坝洲,1727805600000,4,38.310
0.25,清江,61004810,高坝洲,1727809200000,4,38.270
0.24,清江,61004810,高坝洲,1727812800000,4,38.240
清江,61004810,高坝洲,1727816400000,4,38.220
0.23,清江,61004810,高坝洲,1727820000000,4,38.210
清江,61004810,高坝洲,1727823600000,4,38.200
清江,61004810,高坝洲,1727830800000,6,38.190
0.21,清江,61004810,高坝洲,1727834400000,6,38.190
0.22,清江,61004810,高坝洲,1727838000000,4,38.180
0.21,清江,61004810,高坝洲,1727841600000,6,38.180
清江,61004810,高坝洲,1727845200000,6,38.180
0.21,清江,61004810,高坝洲,1727848800000,4,38.170
清江,61004810,高坝洲,1727852400000,6,38.170
3.01,清江,61004810,高坝洲,1727856000000,4,38.160
2.45,清江,61004810,高坝洲,1727859600000,6,38.160
270,清江,61004810,高坝洲,1727863200000,5,38.550
清江,61004810,高坝洲,1727866800000,5,39.390
348,清江,61004810,高坝洲,1727870400000,5,39.550
346,清江,61004810,高坝洲,1727874000000,5,39.590
305,清江,61004810,高坝洲,1727877600000,4,39.580
38,清江,61004810,高坝洲,1727881200000,4,38.820
6.21,清江,61004810,高坝洲,1727884800000,4,38.440
清江,61004810,高坝洲,1727888400000,4,38.400
0.29,清江,61004810,高坝洲,1727892000000,4,38.350
0.27,清江,61004810,高坝洲,1727895600000,4,38.310
0.26,清江,61004810,高坝洲,1727899200000,4,38.280
0.25,清江,61004810,高坝洲,1727902800000,4,38.260
0.24,清江,61004810,高坝洲,1727906400000,4,38.240
清江,61004810,高坝洲,1727910000000,4,38.220
清江,61004810,高坝洲,1727917200000,4,38.200
1.47,清江,61004810,高坝洲,1727920800000,6,38.200
1.32,清江,61004810,高坝洲,1727924400000,4,38.190
1.67,清江,61004810,高坝洲,1727928000000,6,38.190
0.99,清江,61004810,高坝洲,1727931600000,6,38.190
3.34,清江,61004810,高坝洲,1727935200000,4,38.180
2.63,清江,61004810,高坝洲,1727938800000,6,38.180
1.58,清江,61004810,高坝洲,1727942400000,6,38.180
3.26,清江,61004810,高坝洲,1727946000000,4,38.170
274,清江,61004810,高坝洲,1727949600000,5,38.550
清江,61004810,高坝洲,1727953200000,5,39.320
343,清江,61004810,高坝洲,1727956800000,5,39.550
349,清江,61004810,高坝洲,1727960400000,5,39.590
清江,61004810,高坝洲,1727964000000,4,39.560
37.4,清江,61004810,高坝洲,1727967600000,4,38.780
10.4,清江,61004810,高坝洲,1727971200000,4,38.390
清江,61004810,高坝洲,1727974800000,5,38.900
341,清江,61004810,高坝洲,1727978400000,5,39.480
349,清江,61004810,高坝洲,1727982000000,5,39.570
356,清江,61004810,高坝洲,1727985600000,5,39.600
清江,61004810,高坝洲,1727989200000,5,39.610
清江,61004810,高坝洲,1727992800000,4,39.600
清江,61004810,高坝洲,1727996400000,4,39.590
