q,rvnm,stcd,stnm,tm,wptn,z
8510,汉江,61804110,皇庄,1759248000000,5,46.710
8550,汉江,61804110,皇庄,1759251600000,5,46.740
8620,汉江,61804110,皇庄,1759255200000,5,46.790
8660,汉江,61804110,皇庄,1759258800000,5,46.820
8720,汉江,61804110,皇庄,1759262400000,5,46.860
8760,汉江,61804110,皇庄,1759266000000,5,46.890
8820,汉江,61804110,皇庄,1759269600000,5,46.930
8890,汉江,61804110,皇庄,1759273200000,5,46.980
8950,汉江,61804110,皇庄,1759280400000,5,47.020
9220,汉江,61804110,皇庄,1759284000000,5,47.050
9290,汉江,61804110,皇庄,1759287600000,5,47.090
9300,汉江,61804110,皇庄,1759291200000,5,47.100
9370,汉江,61804110,皇庄,1759294800000,5,47.140
9410,汉江,61804110,皇庄,1759298400000,5,47.160
9460,汉江,61804110,皇庄,1759302000000,5,47.190
9510,汉江,61804110,皇庄,1759305600000,5,47.220
9570,汉江,61804110,皇庄,1759309200000,5,47.250
9580,汉江,61804110,皇庄,1759312800000,5,47.260
9480,汉江,61804110,皇庄,1759316400000,5,47.280
9550,汉江,61804110,皇庄,1759320000000,5,47.330
9570,汉江,61804110,皇庄,1759323600000,5,47.340
9620,汉江,61804110,皇庄,1759327200000,5,47.370
9630,汉江,61804110,皇庄,1759330800000,5,47.380
9680,汉江,61804110,皇庄,1759334400000,5,47.410
9660,汉江,61804110,皇庄,1759338000000,4,47.400
9710,汉江,61804110,皇庄,1759341600000,5,47.430
9710,汉江,61804110,皇庄,1759345200000,6,47.430
9690,汉江,61804110,皇庄,1759348800000,4,47.420
9720,汉江,61804110,皇庄,1759352400000,5,47.440
9720,汉江,61804110,皇庄,1759356000000,6,47.440
9710,汉江,61804110,皇庄,1759359600000,4,47.430
9250,汉江,61804110,皇庄,1759366800000,4,47.390
9240,汉江,61804110,皇庄,1759370400000,4,47.380
9210,汉江,61804110,皇庄,1759374000000,4,47.360
9150,汉江,61804110,皇庄,1759377600000,4,47.320
9120,汉江,61804110,皇庄,1759381200000,4,47.300
9070,汉江,61804110,皇庄,1759384800000,4,47.260
9010,汉江,61804110,皇庄,1759388400000,4,47.220
8940,汉江,61804110,皇庄,1759392000000,4,47.170
8870,汉江,61804110,皇庄,1759395600000,4,47.120
8800,汉江,61804110,皇庄,1759399200000,4,47.070
8250,汉江,61804110,皇庄,1759402800000,4,47.040
8160,汉江,61804110,皇庄,1759406400000,4,46.980
8080,汉江,61804110,皇庄,1759410000000,4,46.930
8020,汉江,61804110,皇庄,1759413600000,4,46.890
7950,汉江,61804110,皇庄,1759417200000,4,46.840
7850,汉江,61804110,皇庄,1759420800000,4,46.780
7790,汉江,61804110,皇庄,1759424400000,4,46.740
7730,汉江,61804110,皇庄,1759428000000,4,46.700
7660,汉江,61804110,皇庄,1759431600000,4,46.650
7560,汉江,61804110,皇庄,1759435200000,4,46.590
7490,汉江,61804110,皇庄,1759438800000,4,46.540
7410,汉江,61804110,皇庄,1759442400000,4,46.490
7330,汉江,61804110,皇庄,1759446000000,4,46.440
6700,汉江,61804110,皇庄,1759453200000,4,46.340
6560,汉江,61804110,皇庄,1759456800000,4,46.250
6460,汉江,61804110,皇庄,1759460400000,4,46.180
6280,汉江,61804110,皇庄,1759464000000,4,46.060
6150,汉江,61804110,皇庄,1759467600000,4,45.970
6050,汉江,61804110,皇庄,1759471200000,4,45.900
5840,汉江,61804110,皇庄,1759474800000,4,45.760
